name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_unit,torque_rpm,cars_age
Hyundai,450000,150000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,259.8,1900.0,10
Hyundai,450000,108000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,259.9,1900.0,11
Hyundai,340000,60000,Petrol,Individual,Automatic,Third Owner,16.95,1197.0,78.9,5.0,111.8,4000.0,11
Maruti,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,200.0,1750.0,9
Tata,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,135.0,2500.0,13
Tata,250000,120000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,135.4,2500.0,8
Chevrolet,225000,100000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,150.0,1750.0,10
Tata,55000,75958,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,85.0,2500.0,15
Maruti,42000,70000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,59.0,2500.0,26
Tata,250000,100000,Diesel,Individual,Manual,Second Owner,,,,,,,10
Hyundai,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.6,1991.0,112.0,7.0,245.00000000000003,1800.0,16
Tata,80000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5.0,122.50000000000001,2500.0,15
Maruti,500000,40000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,115.0,4000.0,6
Ford,500000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,215.0,1750.0,6
Maruti,400000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,11
Mahindra,550000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,9
Tata,200000,70000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,320.0,1700.0,15
Hyundai,280000,65000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.8,4000.0,10
Maruti,580000,88000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,8
Tata,100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248.0,90.0,5.0,200.0,1750.0,13
Mahindra,550000,60000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,200.0,1400.0,8
Mahindra,700000,38000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,240.0,1600.0,5
Tata,150000,80000,Petrol,Individual,Manual,Third Owner,15.0,1368.0,90.0,5.0,116.0,4750.0,12
Hyundai,190000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,74.5,4000.0,8
Mahindra,500000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,9
Maruti,640000,110000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,190.0,2000.0,5
Skoda,340000,145000,Diesel,Individual,Manual,First Owner,20.86,1199.0,75.0,5.0,180.0,2000.0,11
Hyundai,811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,224.0,1500.0,3
Maruti,409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,190.0,2000.0,6
Maruti,220000,136000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,112.7,4500.0,15
Tata,170000,120000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5.0,85.0,2500.0,9
Hyundai,700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,114.73,4000.0,4
Mahindra,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,280.0,1800.0,7
Hyundai,80000,40000,Petrol,Individual,Manual,Second Owner,14.4,1599.0,94.0,5.0,122.50000000000001,3500.0,19
Jaguar,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Maruti,420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,8
Maruti,899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,200.0,1750.0,4
Datsun,459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0,104.0,4000.0,3
Hyundai,150000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,235.20000000000002,1900.0,14
Renault,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,91.0,4250.0,5
Toyota,509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,170.0,1800.0,7
Mahindra,500000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.1,9.0,195.0,1440.0,9
Tata,370000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,140.0,1500.0,5
Maruti,240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,90.0,3500.0,9
Hyundai,530000,100000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,219.7,1500.0,7
Mahindra,1000000,133000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,280.0,1800.0,7
Toyota,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7.0,343.0,1400.0,4
Hyundai,350000,64000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.8,4000.0,8
Mahindra,1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,330.0,1600.0,7
Hyundai,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,111.72000000000001,4000.0,11
Hyundai,350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,7
Maruti,370000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,9
Maruti,220000,50000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,114.0,4000.0,8
Chevrolet,200000,80000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,205.0,1750.0,9
Mahindra,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,190.0,1750.0,5
Fiat,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.7,5.0,115.0,4500.0,13
Toyota,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,8.0,245.0,4000.0,2
Maruti,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,5.0,59.78,3000.0,11
Maruti,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,69.0,3500.0,9
Hyundai,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.1,5.0,96.1,3000.0,12
Mahindra,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,10
Hyundai,500000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,113.75,4000.0,4
Ford,570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497.0,121.36,5.0,150.0,4500.0,5
Mahindra,650000,85710,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,330.0,1600.0,9
Toyota,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,7.0,343.0,1400.0,10
Datsun,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,72.0,4386.0,4
Hyundai,320000,15000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.8,4000.0,8
Maruti,440000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,90.0,3500.0,5
Hyundai,315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,113.7,4000.0,9
Hyundai,100000,70000,Petrol,Individual,Manual,Third Owner,,,,,,,15
Tata,202999,158000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,200.0,1750.0,12
Hyundai,179000,30000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,74.5,4000.0,10
Hyundai,140000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,111.7,4000.0,14
Maruti,150000,40000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,84.0,3500.0,14
Mahindra,440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180.0,1440.0,11
Ford,250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,11
Maruti,330000,22000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90.0,3500.0,8
Ford,250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,102.0,4000.0,12
Hyundai,335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,113.7,4000.0,10
Mahindra,1025000,22522,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,330.0,1600.0,6
Hyundai,320000,51856,Petrol,Dealer,Manual,Third Owner,18.5,1197.0,80.0,5.0,111.72000000000001,4000.0,10
Maruti,550000,29434,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,130.0,4000.0,7
Honda,800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,200.0,1750.0,4
Tata,380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,114.0,3500.0,5
Renault,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,200.0,1900.0,9
Maruti,375000,34500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90.0,3500.0,6
Honda,1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,145.0,4600.0,5
Hyundai,650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,4
Nissan,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,104.0,4400.0,8
Hyundai,140000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,74.5,4000.0,10
Hyundai,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,113.75,4000.0,3
Honda,670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,110.0,4800.0,3
Maruti,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200.0,1750.0,5
Ford,950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,1750.0,4
Chevrolet,300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,327.0,2600.0,12
Honda,1150000,6825,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,145.0,4600.0,5
Chevrolet,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5.0,360.0,2000.0,7
Maruti,375000,50000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,85.0,3000.0,4
Maruti,600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,130.0,4000.0,6
Toyota,700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,199.92,1400.0,14
Hyundai,600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,190.25,1750.0,4
Mahindra,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,8.0,280.0,2400.0,8
Maruti,590000,40000,Petrol,Individual,Manual,Second Owner,20.73,1373.0,91.1,5.0,130.0,4000.0,6
Hyundai,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,99.0,4500.0,3
Tata,541000,112011,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.1,7.0,320.0,1700.0,9
Toyota,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,200.0,1400.0,7
Toyota,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,200.0,1400.0,7
Tata,250000,43000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,200.0,1750.0,13
Mahindra,670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,3
Tata,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,114.0,3500.0,3
Chevrolet,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,150.0,1750.0,10
Mahindra,550000,70000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,330.0,1600.0,9
Mahindra,650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,280.0,1800.0,7
Tata,180000,100000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,135.4,2500.0,10
Mahindra,585000,50000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7.0,247.0,1800.0,7
Hyundai,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,113.7,4000.0,9
Maruti,350000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,9
Honda,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497.0,117.3,7.0,145.0,4600.0,6
Tata,250000,120000,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7.0,135.0,2500.0,10
Maruti,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59.0,2500.0,20
Toyota,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,199.92,1400.0,15
Renault,325000,16500,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0,91.0,4250.0,5
Maruti,350000,9900,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,90.0,3500.0,6
Maruti,180000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,62.0,3000.0,10
Fiat,150000,100000,Petrol,Individual,Manual,Second Owner,16.0,1368.0,90.0,5.0,115.0,4500.0,12
Maruti,700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,113.0,4400.0,2
Maruti,795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,200.0,1750.0,6
Mahindra,950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,247.0,1800.0,3
Volkswagen,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,250.0,1500.0,4
Maruti,160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,190.0,2000.0,11
Hyundai,300000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,219.52,1750.0,10
Volkswagen,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,250.0,1500.0,4
Maruti,549000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,200.0,1750.0,7
Audi,3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968.0,143.0,5.0,320.0,1750.0,4
Toyota,1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,7
Renault,570000,100000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5.0,240.0,2000.0,10
Mahindra,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,247.0,1800.0,5
Hyundai,375000,100000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,235.20000000000002,1900.0,13
Mahindra,300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,180.0,1440.0,13
Toyota,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,9
Mahindra,400000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180.0,1440.0,11
Volkswagen,434999,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,230.0,1500.0,7
Toyota,200000,120000,Petrol,Individual,Manual,Second Owner,,,,,,,10
Maruti,260000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,69.0,3500.0,7
Maruti,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,9
Hyundai,459999,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,259.8,1900.0,9
Maruti,210000,100000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,113.0,4500.0,11
Maruti,540000,93000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,115.0,4000.0,7
Maruti,710000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200.0,1750.0,5
Maruti,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,69.0,3500.0,4
Hyundai,990000,19600,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,219.7,1500.0,3
Tata,362000,104000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,100.0,2700.0,5
Ford,880000,33000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,1750.0,5
Mahindra,700000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,240.0,1600.0,5
Mahindra,600000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,180.0,1440.0,6
Nissan,700000,40000,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.5,5.0,145.0,3750.0,7
Tata,400000,60000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,140.0,1800.0,6
Hyundai,165000,80000,LPG,Individual,Manual,First Owner,13.2,1495.0,93.7,5.0,124.5,3500.0,12
Toyota,350000,376412,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,199.92,1400.0,15
Maruti,425000,80000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,130.0,4000.0,8
Hyundai,180000,70000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,96.1,3000.0,10
Maruti,170000,90000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,90.0,3500.0,10
Mahindra,370000,183000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,180.0,1440.0,8
Maruti,800000,27000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200.0,1750.0,4
Ford,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,1750.0,5
Maruti,390000,120000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,9
Maruti,445000,80000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,8
Maruti,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,8
Maruti,275000,55000,LPG,Individual,Manual,First Owner,14.4,998.0,61.7,5.0,85.0,3500.0,9
Maruti,200000,120000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,113.0,4500.0,13
Maruti,350000,72000,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.8,5.0,114.0,4000.0,10
Tata,95000,120000,Diesel,Individual,Manual,Second Owner,12.0,2092.0,127.0,7.0,196.0,3750.0,15
Toyota,550000,250000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,170.0,1800.0,8
Chevrolet,900000,100000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,171.0,1800.0,6
Tata,350000,120000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,250.0,1000.0,9
Nissan,325000,50000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,104.0,4400.0,7
Hyundai,455999,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,8
Maruti,129000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,62.0,3000.0,14
Maruti,254000,40000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,69.0,3500.0,5
Ford,570000,48000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0,215.0,1750.0,8
Nissan,840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,200.0,1750.0,4
Tata,235000,100000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,320.0,1700.0,12
Mahindra,700000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,240.0,1600.0,6
Hyundai,140000,40000,Petrol,Individual,Manual,Second Owner,,,,,,,12
Hyundai,528000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,113.75,4000.0,4
Jeep,1500000,12000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,350.0,1750.0,5
Mahindra,560000,72000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,180.0,1440.0,6
Mahindra,600000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,180.0,1440.0,6
Chevrolet,102000,50000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5.0,110.0,4400.0,15
Mahindra,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,330.0,1600.0,8
Chevrolet,148000,70000,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,5.0,109.76,4400.0,12
Maruti,650000,50000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,115.0,4000.0,7
Volkswagen,310000,40000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,110.0,3750.0,10
Hyundai,480000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,114.0,4000.0,8
Maruti,320000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,69.0,3500.0,4
Honda,750000,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,145.0,4600.0,7
Nissan,370000,40000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,104.0,4000.0,5
Maruti,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197.0,85.8,5.0,114.0,4000.0,9
Maruti,420000,67000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,114.0,4000.0,9
Maruti,240000,60000,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0,114.0,4000.0,12
Datsun,220000,60000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,91.0,4250.0,5
Tata,350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114.0,3500.0,6
Honda,675000,40000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,200.0,1750.0,4
Toyota,434999,50000,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,5.0,104.0,3100.0,6
Honda,125000,200000,Petrol,Individual,Automatic,Third Owner,13.1,1997.0,141.1,5.0,190.0,4200.0,16
Mahindra,400000,14000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,115.0,3500.0,6
Chevrolet,425000,70000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,171.0,1800.0,7
Maruti,311000,94000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,75.0,5.0,190.0,2000.0,12
Chevrolet,509999,197000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,171.0,1800.0,7
Ford,530000,79000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,215.0,1750.0,7
Skoda,210000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5.0,210.0,,14
Mahindra,977000,30000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,300.0,1750.0,3
Maruti,440000,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90.0,3500.0,4
Maruti,440000,17000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90.0,3500.0,4
Hyundai,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,4
Renault,295000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72.0,4386.0,6
Hyundai,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,4
Hyundai,65000,70000,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5.0,101.92000000000002,3200.0,15
Tata,1200000,150000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,400.0,1750.0,5
Tata,1251000,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,400.0,1750.0,5
Tata,200000,60000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,140.0,1800.0,12
Hyundai,750000,40000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,219.66,1500.0,6
Maruti,400000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,77.0,3500.0,4
